    h   V  C    x      y      Y
 7.5BG  6 14 0.1585 0.3052 30.050
 7.5BG  6 16 0.1408 0.3017 30.050
 7.5BG  6 18 0.1248 0.2981 30.050
  10BG  6  2 0.2837 0.3132 30.050
  10BG  6  4 0.2578 0.3078 30.050
  10BG  6  6 0.2335 0.3015 30.050
  10BG  6  8 0.2116 0.2950 30.050
  10BG  6 10 0.1909 0.2881 30.050
  10BG  6 12 0.1698 0.2802 30.050
  10BG  6 14 0.1518 0.2729 30.050
  10BG  6 16 0.1337 0.2651 30.050
  10BG  6 18 0.1181 0.2581 30.050
  2.5B  6  2 0.2835 0.3097 30.050
  2.5B  6  4 0.2571 0.3008 30.050
  2.5B  6  6 0.2312 0.2899 30.050
  2.5B  6  8 0.2080 0.2789 30.050
  2.5B  6 10 0.1879 0.2682 30.050
  2.5B  6 12 0.1660 0.2561 30.050
  2.5B  6 14 0.1480 0.2459 30.050
  2.5B  6 16 0.1294 0.2348 30.050
    5B  6  2 0.2842 0.3063 30.050
    5B  6  4 0.2579 0.2938 30.050
    5B  6  6 0.2320 0.2789 30.050
    5B  6  8 0.2088 0.2635 30.050
    5B  6 10 0.1883 0.2487 30.050
    5B  6 12 0.1685 0.2339 30.050
    5B  6 14 0.1496 0.2193 30.050
    5B  6 16 0.1310 0.2048 30.050
  7.5B  6  2 0.2854 0.3037 30.050
  7.5B  6  4 0.2602 0.2881 30.050
  7.5B  6  6 0.2352 0.2708 30.050
  7.5B  6  8 0.2132 0.2537 30.050
  7.5B  6 10 0.1934 0.2374 30.050
  7.5B  6 12 0.1734 0.2203 30.050
  7.5B  6 14 0.1556 0.2043 30.050
  7.5B  6 16 0.1376 0.1879 30.050
   10B  6  2 0.2871 0.3012 30.050
   10B  6  4 0.2637 0.2840 30.050
   10B  6  6 0.2399 0.2650 30.050
   10B  6  8 0.2189 0.2468 30.050
   10B  6 10 0.2000 0.2298 30.050
   10B  6 12 0.1803 0.2114 30.050
   10B  6 14 0.1629 0.1947 30.050
   10B  6 16 0.1454 0.1778 30.050
 2.5PB  6  2 0.2897 0.2991 30.050
 2.5PB  6  4 0.2684 0.2804 30.050
 2.5PB  6  6 0.2465 0.2599 30.050
 2.5PB  6  8 0.2274 0.2406 30.050
 2.5PB  6 10 0.2095 0.2225 30.050
 2.5PB  6 12 0.1913 0.2038 30.050
 2.5PB  6 14 0.1754 0.1868 30.050
   5PB  6  2 0.2923 0.2978 30.050
   5PB  6  4 0.2734 0.2778 30.050
   5PB  6  6 0.2533 0.2558 30.050
   5PB  6  8 0.2360 0.2365 30.050
   5PB  6 10 0.2197 0.2188 30.050
   5PB  6 12 0.2026 0.1999 30.050
   5PB  6 14 0.1873 0.1822 30.050
 7.5PB  6  2 0.2955 0.2963 30.050
 7.5PB  6  4 0.2798 0.2752 30.050
 7.5PB  6  6 0.2638 0.2531 30.050
 7.5PB  6  8 0.2505 0.2347 30.050
 7.5PB  6 10 0.2378 0.2168 30.050
 7.5PB  6 12 0.2241 0.1975 30.050
 7.5PB  6 14 0.2119 0.1799 30.050
  10PB  6  2 0.2988 0.2961 30.050
  10PB  6  4 0.2863 0.2747 30.050
  10PB  6  6 0.2740 0.2533 30.050
  10PB  6  8 0.2637 0.2352 30.050
  10PB  6 10 0.2540 0.2176 30.050
  10PB  6 12 0.2440 0.1998 30.050
  10PB  6 14 0.2352 0.1839 30.050
  10PB  6 16 0.2265 0.1671 30.050
  2.5P  6  2 0.3016 0.2960 30.050
  2.5P  6  4 0.2932 0.2759 30.050
  2.5P  6  6 0.2842 0.2550 30.050
  2.5P  6  8 0.2770 0.2372 30.050
  2.5P  6 10 0.2703 0.2204 30.050
  2.5P  6 12 0.2647 0.2052 30.050
  2.5P  6 14 0.2593 0.1909 30.050
  2.5P  6 16 0.2548 0.1768 30.050
  2.5P  6 18 0.2504 0.1658 30.050
    5P  6  2 0.3050 0.2967 30.050
    5P  6  4 0.3001 0.2778 30.050
    5P  6  6 0.2950 0.2585 30.050
    5P  6  8 0.2905 0.2421 30.050
    5P  6 10 0.2862 0.2260 30.050
    5P  6 12 0.2829 0.2121 30.050
    5P  6 14 0.2794 0.1979 30.050
    5P  6 16 0.2761 0.1852 30.050
    5P  6 18 0.2731 0.1738 30.050
    5P  6 20 0.2702 0.1621 30.050
  7.5P  6  2 0.3107 0.2993 30.050
  7.5P  6  4 0.3107 0.2831 30.050
  7.5P  6  6 0.3101 0.2650 30.050
  7.5P  6  8 0.3099 0.2502 30.050
  7.5P  6 10 0.3092 0.2350 30.050
  7.5P  6 12 0.3090 0.2222 30.050
  7.5P  6 14 0.3084 0.2095 30.050
  7.5P  6 16 0.3080 0.1976 30.050
  7.5P  6 18 0.3075 0.1870 30.050
  7.5P  6 20 0.3069 0.1745 30.050
  7.5P  6 22 0.3062 0.1638 30.050
  7.5P  6 24 0.3058 0.1547 30.050
   10P  6  2 0.3146 0.3018 30.050
   10P  6  4 0.3181 0.2871 30.050
   10P  6  6 0.3226 0.2716 30.050
   10P  6  8 0.3259 0.2584 30.050
   10P  6 10 0.3293 0.2450 30.050
   10P  6 12 0.3321 0.2329 30.050
   10P  6 14 0.3349 0.2203 30.050
   10P  6 16 0.3370 0.2095 30.050
   10P  6 18 0.3388 0.1995 30.050
   10P  6 20 0.3409 0.1882 30.050
   10P  6 22 0.3426 0.1785 30.050
   10P  6 24 0.3441 0.1698 30.050
   10P  6 26 0.3457 0.1604 30.050
 2.5RP  6  2 0.3188 0.3048 30.050
 2.5RP  6  4 0.3272 0.2929 30.050
 2.5RP  6  6 0.3362 0.2799 30.050
 2.5RP  6  8 0.3437 0.2688 30.050
 2.5RP  6 10 0.3509 0.2578 30.050
 2.5RP  6 12 0.3582 0.2462 30.050
 2.5RP  6 14 0.3652 0.2355 30.050
 2.5RP  6 16 0.3718 0.2251 30.050
 2.5RP  6 18 0.3773 0.2158 30.050
 2.5RP  6 20 0.3833 0.2056 30.050
 2.5RP  6 22 0.3877 0.1978 30.050
 2.5RP  6 24 0.3927 0.1892 30.050
   5RP  6  2 0.3232 0.3085 30.050
   5RP  6  4 0.3371 0.3001 30.050
   5RP  6  6 0.3520 0.2904 30.050
   5RP  6  8 0.3648 0.2820 30.050
   5RP  6 10 0.3769 0.2738 30.050
   5RP  6 12 0.3900 0.2646 30.050
   5RP  6 14 0.4023 0.2552 30.050
   5RP  6 16 0.4136 0.2467 30.050
   5RP  6 18 0.4245 0.2382 30.050
   5RP  6 20 0.4368 0.2283 30.050
   5RP  6 22 0.4449 0.2219 30.050
 7.5RP  6  2 0.3261 0.3113 30.050
 7.5RP  6  4 0.3439 0.3056 30.050
 7.5RP  6  6 0.3635 0.2987 30.050
 7.5RP  6  8 0.3791 0.2929 30.050
 7.5RP  6 10 0.3960 0.2860 30.050
 7.5RP  6 12 0.4125 0.2784 30.050
 7.5RP  6 14 0.4285 0.2705 30.050
 7.5RP  6 16 0.4448 0.2622 30.050
 7.5RP  6 18 0.4581 0.2549 30.050
 7.5RP  6 20 0.4735 0.2464 30.050
  10RP  7  2 0.3258 0.3148 43.060
  10RP  7  4 0.3446 0.3125 43.060
  10RP  7  6 0.3648 0.3098 43.060
  10RP  7  8 0.3851 0.3067 43.060
  10RP  7 10 0.4040 0.3030 43.060
  10RP  7 12 0.4260 0.2980 43.060
  10RP  7 14 0.4456 0.2931 43.060
  10RP  7 16 0.4648 0.2878 43.060
  2.5R  7  2 0.3284 0.3170 43.060
  2.5R  7  4 0.3499 0.3171 43.060
  2.5R  7  6 0.3728 0.3170 43.060
  2.5R  7  8 0.3961 0.3160 43.060
  2.5R  7 10 0.4183 0.3144 43.060
  2.5R  7 12 0.4435 0.3119 43.060
  2.5R  7 14 0.4660 0.3082 43.060
  2.5R  7 16 0.4885 0.3039 43.060
    5R  7  2 0.3306 0.3190 43.060
    5R  7  4 0.3552 0.3222 43.060
    5R  7  6 0.3805 0.3244 43.060
    5R  7  8 0.4067 0.3256 43.060
    5R  7 10 0.4320 0.3260 43.060
    5R  7 12 0.4595 0.3252 43.060
    5R  7 14 0.4848 0.3238 43.060
  7.5R  7  2 0.3335 0.3220 43.060
  7.5R  7  4 0.3611 0.3282 43.060
  7.5R  7  6 0.3888 0.3336 43.060
  7.5R  7  8 0.4196 0.3382 43.060
  7.5R  7 10 0.4470 0.3413 43.060
  7.5R  7 12 0.4777 0.3435 43.060
  7.5R  7 14 0.5059 0.3450 43.060
  7.5R  7 16 0.5341 0.3452 43.060
   10R  7  2 0.3360 0.3253 43.060
   10R  7  4 0.3671 0.3360 43.060
   10R  7  6 0.3984 0.3452 43.060
   10R  7  8 0.4308 0.3533 43.060
   10R  7 10 0.4600 0.3596 43.060
   10R  7 12 0.4930 0.3659 43.060
   10R  7 14 0.5234 0.3700 43.060
   10R  7 16 0.5519 0.3729 43.060
 2.5YR  7  2 0.3392 0.3298 43.060
 2.5YR  7  4 0.3715 0.3439 43.060
 2.5YR  7  6 0.4053 0.3570 43.060
 2.5YR  7  8 0.4371 0.3679 43.060
 2.5YR  7 10 0.4671 0.3768 43.060
 2.5YR  7 12 0.5001 0.3861 43.060
 2.5YR  7 14 0.5297 0.3938 43.060
 2.5YR  7 16 0.5522 0.3989 43.060
 2.5YR  7 18 0.5695 0.4024 43.060
 2.5YR  7 20 0.5824 0.4046 43.060
   5YR  7  2 0.3421 0.3349 43.060
   5YR  7  4 0.3750 0.3530 43.060
   5YR  7  6 0.4091 0.3701 43.060
   5YR  7  8 0.4402 0.3842 43.060
   5YR  7 10 0.4711 0.3972 43.060
   5YR  7 12 0.5007 0.4081 43.060
   5YR  7 14 0.5252 0.4168 43.060
   5YR  7 16 0.5437 0.4228 43.060
   5YR  7 18 0.5564 0.4267 43.060
   5YR  7 20 0.5657 0.4298 43.060
 7.5YR  7  2 0.3437 0.3397 43.060
 7.5YR  7  4 0.3772 0.3613 43.060
 7.5YR  7  6 0.4107 0.3820 43.060
 7.5YR  7  8 0.4415 0.3996 43.060
 7.5YR  7 10 0.4704 0.4151 43.060
 7.5YR  7 12 0.4970 0.4282 43.060
 7.5YR  7 14 0.5174 0.4381 43.060
 7.5YR  7 16 0.5319 0.4449 43.060
 7.5YR  7 18 0.5417 0.4492 43.060
  10YR  7  2 0.3443 0.3454 43.060
  10YR  7  4 0.3778 0.3719 43.060
  10YR  7  6 0.4102 0.3960 43.060
  10YR  7  8 0.4399 0.4164 43.060
  10YR  7 10 0.4667 0.4335 43.060
  10YR  7 12 0.4900 0.4480 43.060
  10YR  7 14 0.5074 0.4581 43.060
  10YR  7 16 0.5188 0.4650 43.060
  10YR  7 18 0.5276 0.4700 43.060
  2.5Y  7  2 0.3436 0.3507 43.060
  2.5Y  7  4 0.3761 0.3800 43.060
  2.5Y  7  6 0.4073 0.4073 43.060
  2.5Y  7  8 0.4353 0.4312 43.060
  2.5Y  7 10 0.4606 0.4516 43.060
  2.5Y  7 12 0.4806 0.4666 43.060
  2.5Y  7 14 0.4950 0.4773 43.060
  2.5Y  7 16 0.5049 0.4843 43.060
    5Y  7  2 0.3419 0.3540 43.060
    5Y  7  4 0.3718 0.3885 43.060
    5Y  7  6 0.4009 0.4198 43.060
    5Y  7  8 0.4271 0.4462 43.060
    5Y  7 10 0.4509 0.4696 43.060
    5Y  7 12 0.4677 0.4857 43.060
    5Y  7 14 0.4791 0.4965 43.060
    5Y  7 16 0.4875 0.5047 43.060
  7.5Y  7  2 0.3396 0.3558 43.060
  7.5Y  7  4 0.3677 0.3925 43.060
  7.5Y  7  6 0.3943 0.4264 43.060
  7.5Y  7  8 0.4184 0.4568 43.060
  7.5Y  7 10 0.4400 0.4830 43.060
  7.5Y  7 12 0.4547 0.5005 43.060
  7.5Y  7 14 0.4652 0.5128 43.060
  7.5Y  7 16 0.4728 0.5215 43.060
   10Y  7  2 0.3369 0.3569 43.060
   10Y  7  4 0.3624 0.3951 43.060
   10Y  7  6 0.3864 0.4305 43.060
   10Y  7  8 0.4090 0.4641 43.060
   10Y  7 10 0.4289 0.4937 43.060
   10Y  7 12 0.4420 0.5131 43.060
   10Y  7 14 0.4516 0.5277 43.060
   10Y  7 16 0.4582 0.5375 43.060
 2.5GY  7  2 0.3328 0.3569 43.060
 2.5GY  7  4 0.3534 0.3953 43.060
 2.5GY  7  6 0.3728 0.4316 43.060
 2.5GY  7  8 0.3919 0.4684 43.060
 2.5GY  7 10 0.4091 0.5030 43.060
 2.5GY  7 12 0.4213 0.5270 43.060
 2.5GY  7 14 0.4309 0.5459 43.060
 2.5GY  7 16 0.4366 0.5578 43.060
   5GY  7  2 0.3284 0.3559 43.060
   5GY  7  4 0.3437 0.3929 43.060
   5GY  7  6 0.3581 0.4291 43.060
   5GY  7  8 0.3722 0.4669 43.060
   5GY  7 10 0.3852 0.5051 43.060
   5GY  7 12 0.3949 0.5367 43.060
   5GY  7 14 0.4027 0.5615 43.060
   5GY  7 16 0.4076 0.5783 43.060
 7.5GY  7  2 0.3190 0.3516 43.060
 7.5GY  7  4 0.3267 0.3848 43.060
 7.5GY  7  6 0.3341 0.4191 43.060
 7.5GY  7  8 0.3406 0.4558 43.060
 7.5GY  7 10 0.3461 0.4950 43.060
 7.5GY  7 12 0.3502 0.5328 43.060
 7.5GY  7 14 0.3532 0.5700 43.060
 7.5GY  7 16 0.3549 0.6000 43.060
 7.5GY  7 18 0.3555 0.6242 43.060
  10GY  7  2 0.3117 0.3469 43.060
  10GY  7  4 0.3133 0.3764 43.060
  10GY  7  6 0.3142 0.4058 43.060
  10GY  7  8 0.3140 0.4387 43.060
  10GY  7 10 0.3123 0.4732 43.060
  10GY  7 12 0.3092 0.5095 43.060
  10GY  7 14 0.3047 0.5458 43.060
  10GY  7 16 0.2981 0.5835 43.060
  10GY  7 18 0.2905 0.6186 43.060
  10GY  7 20 0.2816 0.6563 43.060
  10GY  7 22 0.2728 0.6893 43.060
  2.5G  7  2 0.3047 0.3413 43.060
  2.5G  7  4 0.2992 0.3644 43.060
  2.5G  7  6 0.2933 0.3873 43.060
  2.5G  7  8 0.2861 0.4129 43.060
  2.5G  7 10 0.2775 0.4395 43.060
  2.5G  7 12 0.2672 0.4667 43.060
  2.5G  7 14 0.2568 0.4931 43.060
  2.5G  7 16 0.2448 0.5203 43.060
  2.5G  7 18 0.2328 0.5467 43.060
  2.5G  7 20 0.2181 0.5744 43.060
  2.5G  7 22 0.2029 0.6017 43.060
  2.5G  7 24 0.1875 0.6265 43.060
  2.5G  7 26 0.1689 0.6549 43.060
    5G  7  2 0.3001 0.3366 43.060
    5G  7  4 0.2902 0.3548 43.060
    5G  7  6 0.2801 0.3721 43.060
    5G  7  8 0.2687 0.3901 43.060
    5G  7 10 0.2554 0.4087 43.060
    5G  7 12 0.2416 0.4267 43.060
    5G  7 14 0.2262 0.4450 43.060
    5G  7 16 0.2111 0.4616 43.060
    5G  7 18 0.1967 0.4771 43.060
    5G  7 20 0.1805 0.4933 43.060
    5G  7 22 0.1659 0.5074 43.060
    5G  7 24 0.1521 0.5200 43.060
    5G  7 26 0.1397 0.5312 43.060
  7.5G  7  2 0.2972 0.3333 43.060
  7.5G  7  4 0.2850 0.3482 43.060
  7.5G  7  6 0.2728 0.3622 43.060
  7.5G  7  8 0.2595 0.3764 43.060
  7.5G  7 10 0.2445 0.3914 43.060
  7.5G  7 12 0.2295 0.4058 43.060
  7.5G  7 14 0.2139 0.4199 43.060
  7.5G  7 16 0.1982 0.4330 43.060
  7.5G  7 18 0.1841 0.4448 43.060
  7.5G  7 20 0.1688 0.4570 43.060
  7.5G  7 22 0.1539 0.4683 43.060
  7.5G  7 24 0.1415 0.4778 43.060
  7.5G  7 26 0.1303 0.4858 43.060
   10G  7  2 0.2945 0.3297 43.060
   10G  7  4 0.2803 0.3415 43.060
   10G  7  6 0.2662 0.3526 43.060
   10G  7  8 0.2513 0.3635 43.060
   10G  7 10 0.2352 0.3748 43.060
   10G  7 12 0.2195 0.3854 43.060
   10G  7 14 0.2033 0.3956 43.060
   10G  7 16 0.1881 0.4049 43.060
   10G  7 18 0.1734 0.4135 43.060
   10G  7 20 0.1589 0.4220 43.060
   10G  7 22 0.1434 0.4306 43.060
   10G  7 24 0.1310 0.4377 43.060
 2.5BG  7  2 0.2927 0.3269 43.060
 2.5BG  7  4 0.2764 0.3354 43.060
 2.5BG  7  6 0.2608 0.3430 43.060
 2.5BG  7  8 0.2439 0.3508 43.060
 2.5BG  7 10 0.2264 0.3576 43.060
 2.5BG  7 12 0.2102 0.3636 43.060
 2.5BG  7 14 0.1932 0.3694 43.060
 2.5BG  7 16 0.1788 0.3739 43.060
 2.5BG  7 18 0.1626 0.3788 43.060
 2.5BG  7 20 0.1490 0.3827 43.060
 2.5BG  7 22 0.1334 0.3870 43.060
   5BG  7  2 0.2898 0.3225 43.060
   5BG  7  4 0.2712 0.3269 43.060
   5BG  7  6 0.2543 0.3302 43.060
   5BG  7  8 0.2354 0.3335 43.060
   5BG  7 10 0.2163 0.3361 43.060
   5BG  7 12 0.1997 0.3379 43.060
   5BG  7 14 0.1838 0.3390 43.060
   5BG  7 16 0.1675 0.3401 43.060
   5BG  7 18 0.1515 0.3410 43.060
   5BG  7 20 0.1380 0.3412 43.060
 7.5BG  7  2 0.2878 0.3182 43.060
 7.5BG  7  4 0.2671 0.3189 43.060
 7.5BG  7  6 0.2490 0.3186 43.060
 7.5BG  7  8 0.2292 0.3178 43.060
 7.5BG  7 10 0.2094 0.3165 43.060
 7.5BG  7 12 0.1914 0.3148 43.060
 7.5BG  7 14 0.1751 0.3129 43.060
 7.5BG  7 16 0.1584 0.3101 43.060
 7.5BG  7 18 0.1427 0.3076 43.060
  10BG  7  2 0.2869 0.3143 43.060
  10BG  7  4 0.2642 0.3109 43.060
  10BG  7  6 0.2448 0.3069 43.060
  10BG  7  8 0.2235 0.3014 43.060
  10BG  7 10 0.2035 0.2956 43.060
  10BG  7 12 0.1841 0.2892 43.060
  10BG  7 14 0.1671 0.2832 43.060
  10BG  7 16 0.1489 0.2768 43.060
  2.5B  7  2 0.2867 0.3110 43.060
  2.5B  7  4 0.2629 0.3038 43.060
  2.5B  7  6 0.2418 0.2960 43.060
  2.5B  7  8 0.2208 0.2871 43.060
  2.5B  7 10 0.1994 0.2775 43.060
  2.5B  7 12 0.1797 0.2672 43.060
  2.5B  7 14 0.1624 0.2581 43.060
    5B  7  2 0.2875 0.3078 43.060
    5B  7  4 0.2633 0.2972 43.060
    5B  7  6 0.2410 0.2854 43.060
    5B  7  8 0.2204 0.2729 43.060
    5B  7 10 0.1986 0.2579 43.060
    5B  7 12 0.1778 0.2430 43.060
    5B  7 14 0.1615 0.2307 43.060
  7.5B  7  2 0.2888 0.3058 43.060
  7.5B  7  4 0.2651 0.2927 43.060
  7.5B  7  6 0.2436 0.2787 43.060
  7.5B  7  8 0.2225 0.2631 43.060
  7.5B  7 10 0.2016 0.2466 43.060
  7.5B  7 12 0.1818 0.2303 43.060
   10B  7  2 0.2908 0.3039 43.060
   10B  7  4 0.2685 0.2886 43.060
   10B  7  6 0.2478 0.2728 43.060
   10B  7  8 0.2277 0.2559 43.060
   10B  7 10 0.2078 0.2382 43.060
   10B  7 12 0.1883 0.2203 43.060
 2.5PB  7  2 0.2932 0.3025 43.060
 2.5PB  7  4 0.2729 0.2848 43.060
 2.5PB  7  6 0.2538 0.2677 43.060
 2.5PB  7  8 0.2352 0.2498 43.060
 2.5PB  7 10 0.2162 0.2309 43.060
   5PB  7  2 0.2952 0.3011 43.060
   5PB  7  4 0.2773 0.2828 43.060
   5PB  7  6 0.2596 0.2643 43.060
   5PB  7  8 0.2427 0.2458 43.060
   5PB  7 10 0.2254 0.2267 43.060
 7.5PB  7  2 0.2982 0.3003 43.060
 7.5PB  7  4 0.2833 0.2809 43.060
 7.5PB  7  6 0.2687 0.2612 43.060
 7.5PB  7  8 0.2546 0.2418 43.060
 7.5PB  7 10 0.2410 0.2224 43.060
  10PB  7  2 0.3005 0.3000 43.060
  10PB  7  4 0.2886 0.2801 43.060
  10PB  7  6 0.2776 0.2612 43.060
  10PB  7  8 0.2670 0.2425 43.060
  10PB  7 10 0.2563 0.2240 43.060
  10PB  7 12 0.2465 0.2058 43.060
  2.5P  7  2 0.3031 0.3000 43.060
  2.5P  7  4 0.2950 0.2810 43.060
  2.5P  7  6 0.2873 0.2633 43.060
  2.5P  7  8 0.2799 0.2459 43.060
  2.5P  7 10 0.2729 0.2289 43.060
  2.5P  7 12 0.2664 0.2127 43.060
    5P  7  2 0.3059 0.3010 43.060
    5P  7  4 0.3009 0.2831 43.060
    5P  7  6 0.2961 0.2663 43.060
    5P  7  8 0.2918 0.2504 43.060
    5P  7 10 0.2872 0.2343 43.060
    5P  7 12 0.2833 0.2197 43.060
    5P  7 14 0.2801 0.2068 43.060
  7.5P  7  2 0.3109 0.3037 43.060
  7.5P  7  4 0.3111 0.2880 43.060
  7.5P  7  6 0.3111 0.2730 43.060
  7.5P  7  8 0.3109 0.2584 43.060
  7.5P  7 10 0.3108 0.2442 43.060
  7.5P  7 12 0.3104 0.2320 43.060
  7.5P  7 14 0.3101 0.2192 43.060
  7.5P  7 16 0.3099 0.2074 43.060
  7.5P  7 18 0.3093 0.1962 43.060
   10P  7  2 0.3138 0.3054 43.060
   10P  7  4 0.3181 0.2920 43.060
   10P  7  6 0.3221 0.2786 43.060
   10P  7  8 0.3256 0.2654 43.060
   10P  7 10 0.3288 0.2531 43.060
   10P  7 12 0.3314 0.2423 43.060
   10P  7 14 0.3341 0.2308 43.060
   10P  7 16 0.3368 0.2192 43.060
   10P  7 18 0.3391 0.2088 43.060
   10P  7 20 0.3410 0.1988 43.060
   10P  7 22 0.3430 0.1883 43.060
 2.5RP  7  2 0.3170 0.3076 43.060
 2.5RP  7  4 0.3254 0.2971 43.060
 2.5RP  7  6 0.3338 0.2854 43.060
 2.5RP  7  8 0.3417 0.2745 43.060
 2.5RP  7 10 0.3487 0.2648 43.060
 2.5RP  7 12 0.3555 0.2545 43.060
 2.5RP  7 14 0.3620 0.2448 43.060
 2.5RP  7 16 0.3688 0.2342 43.060
 2.5RP  7 18 0.3751 0.2241 43.060
 2.5RP  7 20 0.3811 0.2143 43.060
   5RP  7  2 0.3206 0.3104 43.060
   5RP  7  4 0.3332 0.3032 43.060
   5RP  7  6 0.3470 0.2949 43.060
   5RP  7  8 0.3603 0.2869 43.060
   5RP  7 10 0.3713 0.2798 43.060
   5RP  7 12 0.3841 0.2710 43.060
   5RP  7 14 0.3958 0.2628 43.060
   5RP  7 16 0.4076 0.2540 43.060
   5RP  7 18 0.4186 0.2459 43.060
 7.5RP  7  2 0.3232 0.3125 43.060
 7.5RP  7  4 0.3389 0.3079 43.060
 7.5RP  7  6 0.3562 0.3022 43.060
 7.5RP  7  8 0.3722 0.2963 43.060
 7.5RP  7 10 0.3871 0.2906 43.060
 7.5RP  7 12 0.4040 0.2834 43.060
 7.5RP  7 14 0.4195 0.2762 43.060
 7.5RP  7 16 0.4346 0.2689 43.060
  10RP  8  2 0.3218 0.3152 59.100
  10RP  8  4 0.3412 0.3135 59.100
  10RP  8  6 0.3600 0.3112 59.100
  10RP  8  8 0.3800 0.3082 59.100
  10RP  8 10 0.3983 0.3049 59.100
  2.5R  8  2 0.3236 0.3169 59.100
  2.5R  8  4 0.3460 0.3177 59.100
  2.5R  8  6 0.3671 0.3175 59.100
  2.5R  8  8 0.3900 0.3171 59.100
  2.5R  8 10 0.4125 0.3160 59.100
    5R  8  2 0.3254 0.3186 59.100
    5R  8  4 0.3510 0.3224 59.100
    5R  8  6 0.3743 0.3248 59.100
    5R  8  8 0.4001 0.3263 59.100
    5R  8 10 0.4249 0.3270 59.100
  7.5R  8  2 0.3277 0.3211 59.100
  7.5R  8  4 0.3564 0.3279 59.100
  7.5R  8  6 0.3830 0.3335 59.100
  7.5R  8  8 0.4118 0.3385 59.100
  7.5R  8 10 0.4388 0.3419 59.100
   10R  8  2 0.3301 0.3237 59.100
   10R  8  4 0.3621 0.3349 59.100
   10R  8  6 0.3910 0.3442 59.100
   10R  8  8 0.4212 0.3526 59.100
   10R  8 10 0.4490 0.3589 59.100
 2.5YR  8  2 0.3334 0.3276 59.100
 2.5YR  8  4 0.3667 0.3429 59.100
 2.5YR  8  6 0.3960 0.3547 59.100
 2.5YR  8  8 0.4275 0.3662 59.100
 2.5YR  8 10 0.4552 0.3761 59.100
 2.5YR  8 12 0.4852 0.3847 59.100
   5YR  8  2 0.3373 0.3330 59.100
   5YR  8  4 0.3690 0.3510 59.100
   5YR  8  6 0.3988 0.3663 59.100
   5YR  8  8 0.4310 0.3820 59.100
   5YR  8 10 0.4576 0.3938 59.100
   5YR  8 12 0.4849 0.4050 59.100
   5YR  8 14 0.5088 0.4145 59.100
 7.5YR  8  2 0.3395 0.3379 59.100
 7.5YR  8  4 0.3699 0.3586 59.100
 7.5YR  8  6 0.4000 0.3770 59.100
 7.5YR  8  8 0.4306 0.3952 59.100
 7.5YR  8 10 0.4568 0.4100 59.100
 7.5YR  8 12 0.4816 0.4232 59.100
 7.5YR  8 14 0.5025 0.4338 59.100
 7.5YR  8 16 0.5195 0.4424 59.100
 7.5YR  8 18 0.5316 0.4480 59.100
 7.5YR  8 20 0.5391 0.4518 59.100
  10YR  8  2 0.3407 0.3434 59.100
  10YR  8  4 0.3701 0.3674 59.100
  10YR  8  6 0.3994 0.3896 59.100
  10YR  8  8 0.4280 0.4102 59.100
  10YR  8 10 0.4527 0.4268 59.100
  10YR  8 12 0.4753 0.4414 59.100
  10YR  8 14 0.4940 0.4530 59.100
  10YR  8 16 0.5079 0.4613 59.100
  10YR  8 18 0.5179 0.4670 59.100
  10YR  8 20 0.5245 0.4709 59.100
  2.5Y  8  2 0.3406 0.3484 59.100
  2.5Y  8  4 0.3684 0.3751 59.100
  2.5Y  8  6 0.3969 0.4009 59.100
  2.5Y  8  8 0.4231 0.4231 59.100
  2.5Y  8 10 0.4469 0.4423 59.100
  2.5Y  8 12 0.4678 0.4589 59.100
  2.5Y  8 14 0.4842 0.4712 59.100
  2.5Y  8 16 0.4957 0.4800 59.100
  2.5Y  8 18 0.5033 0.4855 59.100
  2.5Y  8 20 0.5091 0.4900 59.100
    5Y  8  2 0.3394 0.3518 59.100
    5Y  8  4 0.3650 0.3826 59.100
    5Y  8  6 0.3913 0.4117 59.100
    5Y  8  8 0.4158 0.4378 59.100
    5Y  8 10 0.4376 0.4601 59.100
    5Y  8 12 0.4562 0.4788 59.100
    5Y  8 14 0.4699 0.4920 59.100
    5Y  8 16 0.4791 0.5012 59.100
    5Y  8 18 0.4847 0.5069 59.100
  7.5Y  8  2 0.3379 0.3540 59.100
  7.5Y  8  4 0.3622 0.3861 59.100
  7.5Y  8  6 0.3862 0.4175 59.100
  7.5Y  8  8 0.4088 0.4466 59.100
  7.5Y  8 10 0.4283 0.4712 59.100
  7.5Y  8 12 0.4455 0.4917 59.100
  7.5Y  8 14 0.4574 0.5062 59.100
  7.5Y  8 16 0.4658 0.5158 59.100
  7.5Y  8 18 0.4709 0.5220 59.100
   10Y  8  2 0.3359 0.3552 59.100
   10Y  8  4 0.3581 0.3883 59.100
   10Y  8  6 0.3803 0.4216 59.100
   10Y  8  8 0.4008 0.4520 59.100
   10Y  8 10 0.4190 0.4791 59.100
   10Y  8 12 0.4341 0.5020 59.100
   10Y  8 14 0.4450 0.5181 59.100
   10Y  8 16 0.4525 0.5295 59.100
   10Y  8 18 0.4570 0.5366 59.100
 2.5GY  8  2 0.3327 0.3555 59.100
 2.5GY  8  4 0.3504 0.3887 59.100
 2.5GY  8  6 0.3690 0.4230 59.100
 2.5GY  8  8 0.3858 0.4550 59.100
 2.5GY  8 10 0.4021 0.4869 59.100
 2.5GY  8 12 0.4154 0.5133 59.100
